Accession	Taxonomy
LWKT01001562.730.2471	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Caenorhabditis nigoni
LWKT01001668.676.2417	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Caenorhabditis nigoni
LWKT01001771.7809.9550	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Caenorhabditis nigoni
LWKT01001810.35.1776	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Caenorhabditis nigoni
LWKT01002378.450.2191	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Caenorhabditis nigoni
LWKT01002461.2434.3982	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Caenorhabditis nigoni
LWKT01002682.2186.3927	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Caenorhabditis nigoni
LWKT01002876.1229.2970	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Caenorhabditis nigoni
LWKT01002936.2088.3829	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Caenorhabditis nigoni
LWKT01002957.225.1698	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Caenorhabditis nigoni
LWKT01003180.1.1386	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Caenorhabditis nigoni
LWKT01003225.1319.3060	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Caenorhabditis nigoni
JYHL01000139.1588.3335	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Oscheius sp. MCB
JOOK01111004.901.2590	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Oesophagostomum dentatum
LFJK01000166.3594.5335	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Caenorhabditis remanei
LKIA01002359.2953.4675	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Hyaloperonospora arabidopsidis
FMJQ01000982.152089.153812	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Heligmosomoides polygyrus bakeri
FMJQ01004099.13321.14790	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Heligmosomoides polygyrus bakeri
CAVP010038254.2192.3906	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Haemonchus contortus (barber pole worm)
CAVP010038254.4753.6368	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Haemonchus contortus (barber pole worm)
AZAF01011518.671.1979	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Dictyocaulus viviparus (bovine lungworm)
EU910600.1.1613	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Nematoda environmental sample
FPLS01001017.4.1300	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;metagenome
FPLS01000852.12.1320	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;metagenome
FPLS01001685.28.1261	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;metagenome
FPLS01002764.8.1691	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;metagenome
FPLS01016530.17.1324	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;metagenome
FPLS01032926.8.1316	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;metagenome
FPLL01008190.2.1715	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;metagenome
ACKM01000413.8.1627	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Heterorhabditis bacteriophora
FPLS01045612.8.1316	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;metagenome
FPLS01021269.8.1310	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;metagenome
FPLS01004797.10.1302	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;metagenome
FPLS01019928.1.1444	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;metagenome
FPLS01035196.26.1499	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;metagenome
FPLS01036740.26.1613	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;metagenome
FPLS01038422.10.1313	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;metagenome
FPLS01038848.9.1316	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;metagenome
FPLS01041994.44.1517	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;metagenome
FPLS01052602.71.1378	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;metagenome
FPLS01055967.8.1309	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;metagenome
FPLS01062774.1.1556	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;metagenome
FPLS01046001.10.1318	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;metagenome
FPLS01049363.6.1468	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;metagenome
FPLS01060390.5.1499	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;metagenome
GCIB01000605.4278.6112	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Colobanthus quitensis
AB661630.1.862_U	18S_rRNA|nucleus|specimen_NIAES:nematode_collection:Rha-A|Eukaryota|Opisthokonta|Metazoa|Nematoda|Chromadorea|Chromadorea_X|Rhabditidae|Rhabditidae_sp.
FJ969143.1.1858	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris suis (pig whipworm)
GQ352558.1.1816	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris vulpis
GQ352550.1.1854	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris trichiura (human whipworm)
GQ352557.1.1816	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris vulpis
GQ352547.1.1846	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris trichiura (human whipworm)
GQ352554.1.1846	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris trichiura (human whipworm)
GQ352553.1.1846	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris trichiura (human whipworm)
GQ352548.1.1847	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris trichiura (human whipworm)
GQ352552.1.1846	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris trichiura (human whipworm)
GQ352555.1.1846	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris trichiura (human whipworm)
GQ352551.1.1846	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris trichiura (human whipworm)
GQ352549.1.1846	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris trichiura (human whipworm)
GQ352556.1.1816	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris vulpis
AY851265.1.1912	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris suis (pig whipworm)
AY856093.1.1843	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris suis (pig whipworm)
DQ118536.1.1867	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris trichiura (human whipworm)
HF586912.1.1839	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris skrjabini
HF586909.1.1816	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris vulpis
HF586908.1.1829	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris arvicolae
HF586905.1.1844	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris suis (pig whipworm)
HF586913.1.1840	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris leporis
HF586907.1.1829	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris muris
HF586906.1.1846	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris sp. CC 2013
HF586911.1.1830	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris ovis
HF586910.1.1830	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris discolor
AB699092.1.1779	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris trichiura (human whipworm)
AB699091.1.1779	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris trichiura (human whipworm)
AB699090.1.1779	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris trichiura (human whipworm)
AF036637.1.1845	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris muris
EU790668.1.1858	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris suis (pig whipworm)
JMHY01001510.13595.15465	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris suis (pig whipworm)
JMHY01002156.9051.10959	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris suis (pig whipworm)
JMHY01002276.4180.6090	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris suis (pig whipworm)
JMHZ01001484.9168.11038	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris suis (pig whipworm)
JMHZ01001947.2695.4605	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris suis (pig whipworm)
JMHZ01001845.14688.16598	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris suis (pig whipworm)
CBXJ010002982.2905.4764	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Chordata;Vertebrata;Gnathostomata;Euteleostomi;Tetrapoda;Mammalia;Trichuris muris
CBXK010002068.363.1874	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella 9;Trichuris trichiura (human whipworm)
CBXK010003053.4.1564	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG-002;Trichuris trichiura (human whipworm)
CBXK010003039.335.1822	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Succinivibrio;Trichuris trichiura (human whipworm)
CBXJ010002625.907.2801	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris muris
CBXJ010002627.871.2766	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Trichocephalida;Trichuris muris
CBXK010002535.1192.2697	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Trichuris trichiura (human whipworm)
CBXK010001759.1485.3013	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Trichuris trichiura (human whipworm)
GQ352554.1.1846_U	18S_rRNA|nucleus||Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_trichiura
DQ118536.1.1867_U	18S_rRNA|nucleus||Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_trichiura
GQ352549.1.1846_U	18S_rRNA|nucleus||Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_trichiura
GQ352551.1.1846_U	18S_rRNA|nucleus||Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_trichiura
AB699091.1.1779_U	18S_rRNA|nucleus||Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_trichiura
GQ352557.1.1816_U	18S_rRNA|nucleus||Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_vulpis
AY856093.1.1843_U	18S_rRNA|nucleus||Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_suis
GQ352548.1.1847_U	18S_rRNA|nucleus||Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_trichiura
GQ352550.1.1854_U	18S_rRNA|nucleus||Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_trichiura
GQ352547.1.1846_U	18S_rRNA|nucleus||Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_trichiura
FJ969143.1.1858_U	18S_rRNA|nucleus|strain_TriUSui1|Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_suis
GQ352558.1.1816_U	18S_rRNA|nucleus||Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_vulpis
AY851265.1.1912_U	18S_rRNA|nucleus||Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_suis
GQ352553.1.1846_U	18S_rRNA|nucleus||Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_trichiura
AB699092.1.1779_U	18S_rRNA|nucleus||Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_trichiura
GQ352555.1.1846_U	18S_rRNA|nucleus||Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_trichiura
AB699090.1.1779_U	18S_rRNA|nucleus||Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_trichiura
GQ352556.1.1816_U	18S_rRNA|nucleus||Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_vulpis
EU790668.1.1858_U	18S_rRNA|nucleus||Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_suis
GQ352552.1.1846_U	18S_rRNA|nucleus||Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_trichiura
HF586905.1.1844_U	18S_rRNA|nucleus|strain_TS1|Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_suis
HF586906.1.1846_U	18S_rRNA|nucleus|strain_Tsp1|Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_sp.
HF586907.1.1829_U	18S_rRNA|nucleus|strain_Tm1|Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_muris
HF586908.1.1829_U	18S_rRNA|nucleus|strain_Ta1|Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_arvicolae
HF586909.1.1816_U	18S_rRNA|nucleus|strain_Tv1|Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_vulpis
HF586910.1.1830_U	18S_rRNA|nucleus|strain_Td1|Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_discolor
HF586911.1.1830_U	18S_rRNA|nucleus|strain_To1|Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_ovis
HF586912.1.1839_U	18S_rRNA|nucleus|strain_Tsk1|Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_skrjabini
HF586913.1.1840_U	18S_rRNA|nucleus|strain_Tl1|Eukaryota|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Trichuris|Trichuris_leporis
KM670445.1.1648	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Hammerschmidtiella cristata
JF934731.1.1825	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Enterobius vermicularis (human pinworm)
JF934730.1.1725	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Macropoxyuris sp. SAN-2011
HQ646164.1.1716	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Enterobius vermicularis (human pinworm)
KJ632671.1.1634	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Ozolaimus linstowi
KJ632668.1.1649	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Pseudonymus islamabadi
KJ632669.1.1652	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Pseudonymus spirotheca
KJ632670.1.1647	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Hammerschmidtiella diesingi
KJ768610.1.1534	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Enterobius sp. MBR-2015
EF180061.1.1793	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Passalurus sp. SAN-2007
EF180073.1.1712	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Leidynema portentosae
EF180075.1.1762	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Protozoophaga obesa
EF180068.1.1726	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Thelastoma krausi
EF180060.1.1735	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Skrjabinema sp. SAN-2007
EF180066.1.1791	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Wellcomia sp. SAN-2007
EF180062.1.1735	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Oxyuris equi
EF180079.1.1834	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Wellcomia siamensis
EF464553.1.1262	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Syphacia muris
EF464554.1.1259	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Syphacia obvelata
EF464552.1.1262	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Passalurus ambiguus
EF464551.1.1259	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Aspiculuris tetraptera
AB699690.1.1715	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Skrjabinema kamosika
KU285454.1.1730	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Trypanoxyuris multilabiatus
KU285456.1.1730	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Trypanoxyuris pigrae
KU180664.1.1735	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Oxyuris equi
KU285455.1.1730	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Trypanoxyuris minutus
KU285458.1.1730	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Trypanoxyuris pigrae
KU285457.1.1729	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Trypanoxyuris minutus
KU285462.1.1728	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Trypanoxyuris atelophora
KU285453.1.1730	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Trypanoxyuris multilabiatus
KU285459.1.1729	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Trypanoxyuris atelis
KU285460.1.1729	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Trypanoxyuris atelis
KU285461.1.1728	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Oxyurida;Trypanoxyuris atelophora
